step,Episode_Metrics/bridge/balance_debt,Episode_Metrics/bridge/credible,Episode_Metrics/bridge/credible_best_s,Episode_Metrics/bridge/entry_speed,Episode_Metrics/bridge/failed,Episode_Metrics/bridge/handoff,Episode_Metrics/bridge/missed_goal,Episode_Metrics/bridge/potential,Episode_Metrics/bridge/progress_steps,Episode_Metrics/bridge/quality,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/diagnostic_valid,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/failure,Episode_Reward/handoff,Episode_Reward/shaping,Episode_Reward/task,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
6920,2.15789,0.186582,0.885801,0.386093,0.00379597,0.00048029,0.00379597,0.19275,0.164918,0.53957,0.895025,0.0422441,0.0307587,0.0406957,0.200628,0.0487923,0.00555556,1.0429,0.0855725,2.27855,0.156589,0,0.0587751,0.656118,5.15677,0.722191,0.523605,0.491949,1.949,0.193609,0.197528,0,0.915864,0.432717,0,-0.0016004,0.217164,0.972808,0.370193,0.0420336,0.0420066,0.00532449,0.00483258,0.471883,0.0405208,5.26561,-2.234,9.06263,0.686213,0.48087,-9.0608,-0.333333,0.0213869,-0.0863527,0.679338,5.08333,2.375,0,0,0.666667,2.375,2.95833,-6.65175,0.0001,-0.00230624,0.00802925,1.87362,0.14586,48677,0.176778,275.95,1.60291
6921,2.03019,0.181001,0.867792,0.367369,0.00374724,0.000419991,0.00374724,0.18912,0.158372,0.524793,0.877211,0.0408345,0.029052,0.0396538,0.194225,0.0511723,0.00462963,1.02856,0.0832311,2.28318,0.161254,0,0.0568132,0.665626,5.21849,0.726376,0.530129,0.483545,1.93137,0.185939,0.190709,0,0.907786,0.49163,0,-0.00168154,0.219658,0.974308,0.387953,0.0410147,0.0404197,0.00509558,0.00463483,0.46814,0.0396054,5.1727,-2.33599,8.54468,0.698372,0.439939,-9.29465,-0.333333,0.0195,-0.086601,0.643332,2.5,1.625,0,0,0.25,1,2.66667,-6.65342,0.0001,7.11142e-05,0.0216837,1.86939,0.14515,48797,0.176786,270.17,1.58271
6922,2.02306,0.17417,0.832639,0.36338,0.0039063,0.000453479,0.0039063,0.192109,0.153547,0.533461,0.855,0.042921,0.0283166,0.0416104,0.197613,0.0480626,0,1.00937,0.0832605,2.20995,0.146592,0,0.0569481,0.642223,5.07595,0.710807,0.509777,0.504545,2.00443,0.183157,0.194341,0,0.840278,0.475694,0,-0.00159033,0.21755,0.973948,0.359878,0.0429395,0.042454,0.00539145,0.00512683,0.457294,0.0413722,4.80601,-1.99957,8.77868,0.697786,0.464628,-8.99741,-0.333333,0.020429,-0.0858638,0.604871,1.04167,0.416667,0,0,0.125,0.458333,0.541667,-6.65265,0.0001,-0.00161636,0.0754244,1.90722,0.141388,47985,0.176803,262.35,1.29245
6923,2.12393,0.127374,0.4499,0.335804,0.00495421,0.000443432,0.00495421,0.142009,0.0989973,0.596564,0.453602,0.0527351,0.0193488,0.0506548,0.231674,0.0537532,0.00520833,0.938302,0.0364107,2.17897,0.197111,0,0.0758495,0.5313,4.4865,0.63308,0.378987,0.643591,2.54449,0.130258,0.227856,0,0.371329,0.107209,0,-6.97593e-05,0.268501,0.965861,0.208863,0.0524847,0.0537101,0.00616513,0.0056321,0.443995,0.0512864,6.77365,0.312337,10.1251,0.667616,0.596275,-6.90126,-0.333333,0.0158254,-0.05182,0.347848,3.75,1.75,0,0,0.291667,1.95833,0.375,-6.6541,0.0001,-0.00284221,0.110069,1.91393,0.142683,47799,0.176748,204.28,-0.0548495
6924,2.21655,0.161411,0.55142,0.374505,0.00502097,0.000521116,0.00502097,0.164988,0.134902,0.596628,0.554743,0.0543926,0.0214875,0.0520342,0.252946,0.0477026,0,0.996225,0.0505183,2.12978,0.184554,0,0.0745686,0.532464,4.45675,0.630573,0.369877,0.650861,2.58389,0.162674,0.249664,0,0.557696,0.069844,0,-0.000240286,0.25621,0.966355,0.183903,0.0538866,0.0554999,0.00691975,0.00611719,0.451016,0.0525327,7.07903,-0.220826,10.5071,0.659791,0.642149,-6.2301,-0.333333,0.0173775,-0.0558107,0.417166,14.8333,6.70833,0,0,0.875,5.95833,0.333333,-6.66033,0.0001,-0.001323,0.0851903,1.89028,0.140539,48406,0.176676,205.49,0.601615
6925,2.30969,0.188553,0.679588,0.373281,0.00483627,0.000525018,0.00483627,0.185771,0.160721,0.585004,0.691318,0.0524189,0.0245455,0.0501724,0.248718,0.0510932,0,1.01972,0.0727265,2.15119,0.18959,0,0.0746765,0.553196,4.56811,0.645619,0.393055,0.626342,2.49004,0.19323,0.246099,0,0.713206,0.189897,0,-0.000459389,0.253136,0.966383,0.209044,0.0521532,0.0535449,0.00702248,0.00625634,0.457242,0.0507486,6.81745,-0.963358,10.2546,0.666371,0.629814,-6.31417,-0.333333,0.0182082,-0.0650625,0.511318,28.5833,11.0417,0,0,1.29167,8.75,0,-6.6631,0.0001,-0.00114051,0.0453501,1.90472,0.137783,48129,0.176661,214.89,1.24987
6926,2.32812,0.208034,0.800349,0.380186,0.00459808,0.000482443,0.00459808,0.200575,0.180737,0.57375,0.821284,0.0499562,0.028164,0.0478963,0.240511,0.0518189,0,1.03808,0.0912695,2.184,0.181298,0,0.070618,0.577281,4.68583,0.662346,0.42295,0.597537,2.36946,0.218431,0.238293,0,0.857457,0.310793,0,-0.000791835,0.246725,0.966819,0.239722,0.0500336,0.0509885,0.00719917,0.00642112,0.46213,0.048506,6.4112,-1.7881,9.8979,0.676058,0.602115,-6.54209,-0.333333,0.0176603,-0.0738011,0.599222,28,7.91667,0,0,1,7.91667,0,-6.66198,0.0001,-0.00213953,0.0298765,1.89538,0.136661,48377,0.176666,226.13,1.26222
6927,2.42622,0.210781,0.862074,0.379561,0.00442048,0.000478796,0.00442048,0.209444,0.187704,0.568623,0.882739,0.0484933,0.0294377,0.04646,0.233753,0.0484852,0,1.04956,0.0986841,2.21899,0.175738,0,0.0686407,0.596869,4.78176,0.674617,0.44523,0.573191,2.28171,0.222534,0.231638,0,0.897094,0.407618,0,-0.000986672,0.233586,0.96753,0.267054,0.0484196,0.0492729,0.00599709,0.00528381,0.460401,0.0468343,6.12522,-2.05073,9.79331,0.677844,0.58529,-6.98087,-0.333333,0.0181648,-0.0801532,0.649585,21.375,7,0,0,1.08333,5.5,0.166667,-6.66082,0.0001,-0.00155774,0.0215824,1.8909,0.136371,48490,0.176663,230.31,1.51286
6928,2.37354,0.204409,0.866229,0.384119,0.00424149,0.000491824,0.00424149,0.20363,0.180009,0.554305,0.880254,0.0467707,0.0300922,0.0448894,0.224332,0.0487272,0.00343715,1.04854,0.0930911,2.20859,0.167809,0,0.0654169,0.614776,4.89559,0.688205,0.467693,0.550551,2.19458,0.215249,0.221876,0,0.899373,0.428177,0,-0.00116729,0.23001,0.969219,0.294532,0.0467313,0.0472563,0.0061885,0.00550152,0.461378,0.0451337,5.8457,-2.0795,9.55658,0.682198,0.554727,-7.60197,-0.333333,0.0194913,-0.0818454,0.648513,14.4167,5.125,0,0,0.708333,4.75,1.66667,-6.65901,0.0001,-0.00186338,0.0125982,1.88856,0.139311,48476,0.176674,244.92,1.57244
6929,2.28834,0.188133,0.84331,0.366925,0.00413575,0.00042603,0.00413575,0.191367,0.169839,0.560478,0.855196,0.045278,0.0289674,0.0435526,0.216052,0.0534415,0.00245098,1.03289,0.0872152,2.23165,0.176371,0,0.0659437,0.624519,4.96432,0.696298,0.480994,0.538576,2.14448,0.195476,0.213026,0,0.875705,0.377237,0,-0.00125518,0.23437,0.970232,0.313738,0.0453197,0.0455473,0.00552135,0.00483226,0.464134,0.0438178,5.84277,-1.93622,9.4018,0.682658,0.5315,-8.13538,-0.333333,0.0174806,-0.079271,0.650278,8.91667,4,0,0,0.958333,3.04167,2.54167,-6.65782,0.0001,-0.00296143,0.0131635,1.8521,0.135335,49462,0.176692,249.75,1.55269
