step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
16549,0.957849,0.0201221,0.0437951,0.013372,0.122079,0.00843442,0.204082,0.334645,4.03028,0.0631771,0.300155,0.0724081,0.877884,6.95388,0.985005,1,0.00737704,0.124739,0.708222,0.142346,0.604786,0.989161,0.604786,0,-0.00432388,0.0312914,0.918711,0.840659,0.010818,0.0188174,0.00149145,0.00176716,0.5618,0.013291,-11.2898,-13.4442,10.6818,0.712913,0.81637,-16.4498,-0.0175916,0,-0.000666411,1.4792,2.33948,0,0,-0.0036445,-0.982421,-0.165695,-0.000392014,-0.0181374,0.372085,4.54167,12.1667,0,0,30.8333,13.7917,1.20833,-16.9884,1e-05,-0.000651611,0.115526,1.497,0.0880406,62019,0.102788,74,6.21329
16550,0.956021,0.0199493,0.044458,0.013266,0.121297,0.00848675,0.203358,0.334642,4.04258,0.0640883,0.299806,0.0714358,0.877115,6.96071,0.985612,1,0.00707448,0.115143,0.708269,0.141629,0.606556,0.98217,0.606556,0,-0.00433486,0.0319718,0.918466,0.841145,0.010722,0.0186106,0.0014107,0.00170891,0.561688,0.0131927,-11.2689,-13.631,10.624,0.713724,0.810657,-16.3557,-0.0174242,0,-0.00074758,1.48217,2.3427,0,0,-0.00363738,-0.985273,-0.166384,-0.000392355,-0.0173883,0.373105,4.33333,13.4583,0,0,29.7917,14.0417,0.916667,-16.9808,2.25e-05,0.000228735,0.103972,1.50898,0.0837569,61720,0.102822,74.2,5.99245
16551,0.961017,0.0200743,0.04439,0.013347,0.119451,0.0086354,0.202437,0.33414,4.00937,0.0641917,0.299484,0.0723636,0.877261,6.95006,0.985504,1,0.00718836,0.117199,0.7033,0.13969,0.606729,0.990243,0.606729,0,-0.00433904,0.0317668,0.917101,0.839214,0.0108589,0.0187577,0.00138173,0.00172618,0.562482,0.013262,-11.3853,-13.7233,10.7581,0.712302,0.817226,-16.3012,-0.0171404,0,-0.000663108,1.48328,2.34826,0,0,-0.00363076,-0.98158,-0.166321,-0.000390763,-0.0170484,0.374229,4.83333,13.75,0,0,29.9167,13.0417,1.25,-16.9663,2.25e-05,0.00159584,0.107426,1.49183,0.0867758,62272,0.10279,74.48,6.07024
16552,0.963478,0.0200827,0.0436702,0.0133749,0.12167,0.00849455,0.20438,0.336611,4.00128,0.0632124,0.300107,0.0717513,0.876915,6.95738,0.984914,1,0.00736454,0.122084,0.705978,0.141889,0.614605,0.992285,0.614605,0,-0.00432064,0.0316791,0.918974,0.840934,0.0107719,0.0186861,0.00150494,0.00179217,0.561749,0.0132861,-11.3518,-13.399,10.578,0.715738,0.811345,-16.5095,-0.0171259,0,-0.000730418,1.49607,2.37912,0,0,-0.00363172,-0.979329,-0.168221,-0.000390928,-0.0166772,0.379157,4.33333,12.2083,0,0,30.1667,13.4167,1.25,-16.9585,1e-05,0.0180958,0.105486,1.49678,0.0839214,62190,0.102793,73.44,6.14531
16553,0.959874,0.0199814,0.0444515,0.0132886,0.120617,0.00869659,0.203981,0.333873,3.96676,0.0644184,0.300077,0.0719564,0.875922,6.9514,0.985925,1,0.00704474,0.11975,0.704421,0.140755,0.622113,0.984648,0.622113,0,-0.00435124,0.0321244,0.91668,0.840609,0.010799,0.0186908,0.00145131,0.00175782,0.56238,0.0132214,-11.3518,-13.9257,10.7236,0.715009,0.814286,-16.1838,-0.0170366,0,-0.000814645,1.48957,2.37607,0,0,-0.00363753,-0.980137,-0.166325,-0.000391162,-0.0178702,0.379397,5.29167,15.0417,0,0,30.4167,13.125,1.33333,-16.9425,1.5e-05,0.000313734,0.115406,1.52368,0.0837314,61156,0.102806,74.68,6.02608
16554,0.957168,0.0198029,0.0440991,0.0131954,0.120125,0.00858523,0.204334,0.330747,3.96018,0.0642355,0.299913,0.0712796,0.87557,6.95487,0.985582,1,0.0072937,0.120271,0.701152,0.14019,0.614855,0.983959,0.614855,0,-0.00434467,0.0328049,0.917075,0.842193,0.0106695,0.0184576,0.00143686,0.00172369,0.560346,0.0131463,-11.4013,-13.8615,10.612,0.715679,0.804644,-16.2439,-0.0171387,0,-0.000702433,1.48433,2.36948,0,0,-0.00366494,-0.983965,-0.168725,-0.000395701,-0.0167026,0.378851,5.91667,14.0417,0,0,30.125,13.1667,0.916667,-16.9554,2.25e-05,0.0010548,0.10987,1.49328,0.0908978,62053,0.102781,74.57,5.94485
16555,0.958607,0.0198878,0.0441652,0.0132237,0.121223,0.00856306,0.203772,0.335599,4.02105,0.0645566,0.300311,0.0715629,0.876809,6.95792,0.985218,1,0.00705227,0.116034,0.708766,0.141679,0.60068,0.990183,0.60068,0,-0.00434124,0.0323852,0.917556,0.840434,0.0107673,0.0185636,0.00132899,0.00165555,0.561034,0.0132214,-11.3228,-13.7828,10.628,0.714368,0.808602,-16.308,-0.0170513,0,-0.000787694,1.4833,2.34888,0,0,-0.00361517,-0.984111,-0.166223,-0.000388861,-0.0164859,0.373933,5.20833,13.625,0,0,29.1667,14.2083,1.04167,-16.9572,1.5e-05,0.00178134,0.107856,1.52266,0.085573,61125,0.102803,73.17,6.3003
16556,0.955486,0.0198679,0.043972,0.0132275,0.120429,0.00857769,0.203672,0.331528,3.98633,0.0649545,0.29999,0.0712467,0.877512,6.95856,0.985777,1,0.00696477,0.117927,0.702588,0.140573,0.601543,0.987926,0.601543,0,-0.00435248,0.0321539,0.917378,0.841129,0.0107589,0.0185429,0.0014136,0.00173692,0.561648,0.013183,-11.3621,-13.8011,10.6551,0.714832,0.807256,-16.2328,-0.0172525,0,-0.000668023,1.48265,2.36517,0,0,-0.00365733,-0.980585,-0.166944,-0.000394366,-0.0171102,0.377482,5.95833,13.8333,0,0,29.2083,14.1667,1.08333,-16.9465,1.5e-05,0.00129262,0.102048,1.56388,0.0882688,59500,0.102834,74.61,6.27006
16557,0.957751,0.0195725,0.0447975,0.013023,0.120061,0.00864732,0.203847,0.331369,4.00867,0.0656711,0.300077,0.0707815,0.877415,6.96062,0.986051,1,0.00682617,0.114793,0.702364,0.140363,0.600326,0.991725,0.600326,0,-0.00437385,0.0330603,0.916291,0.84305,0.0105941,0.018289,0.00140161,0.00169774,0.561346,0.0129655,-11.3799,-14.1009,10.6141,0.715591,0.803898,-16.09,-0.0171145,0,-0.000770042,1.48547,2.36438,0,0,-0.00363801,-0.978004,-0.166906,-0.000392751,-0.0162257,0.37747,6.125,14.4167,0,0,28.5417,13.6667,1.58333,-16.944,1.5e-05,0.00135437,0.10805,1.53245,0.0865195,60720,0.102827,73.2,6.16865
16558,0.961889,0.0196584,0.0443474,0.0130641,0.120571,0.00863464,0.203995,0.334381,3.98716,0.0650814,0.300138,0.0712955,0.877552,6.95854,0.985711,1,0.00701661,0.115741,0.703417,0.14083,0.624974,0.991471,0.624974,0,-0.00437534,0.0326811,0.916589,0.841548,0.0106874,0.0183917,0.00143133,0.00172871,0.56166,0.0131016,-11.3855,-13.9927,10.647,0.716093,0.801473,-16.1103,-0.0170641,0,-0.000797687,1.49371,2.38172,0,0,-0.0036171,-0.977293,-0.167238,-0.000392355,-0.0159845,0.380276,4.875,13.4167,0,0,29.4167,13.7917,1.375,-16.9451,1e-05,0.00212698,0.110842,1.57007,0.0893221,59241,0.102814,75.05,6.02629
16559,0.955188,0.0197632,0.0441935,0.0131333,0.120756,0.00865281,0.204427,0.331209,3.98668,0.0652353,0.300579,0.071772,0.877322,6.95801,0.986041,1,0.00706196,0.116834,0.703134,0.141093,0.612296,0.980615,0.612296,0,-0.00435206,0.0322862,0.916903,0.841335,0.0107307,0.0184968,0.00143674,0.00173185,0.561828,0.0131264,-11.3553,-13.9038,10.6883,0.714224,0.807353,-16.159,-0.0170033,0,-0.000627023,1.48357,2.36186,0,0,-0.00363748,-0.98116,-0.166619,-0.000392071,-0.0171747,0.376563,4.91667,13.5833,0,0,28.9167,13.1667,1.125,-16.937,1.5e-05,-0.000102252,0.115444,1.53477,0.0879269,60580,0.102847,74.65,6.16381
16560,0.95483,0.0197726,0.0438219,0.0131617,0.120536,0.00861027,0.204101,0.330881,3.97887,0.0645659,0.30037,0.0714868,0.878574,6.95677,0.985755,1,0.00723658,0.118256,0.70286,0.140925,0.58388,0.989255,0.58388,0,-0.0043497,0.0320899,0.916833,0.84137,0.0107248,0.0184759,0.00135573,0.00163671,0.559388,0.0131288,-11.4719,-13.8058,10.661,0.715148,0.80996,-16.2139,-0.0170654,0,-0.000617926,1.47805,2.34726,0,0,-0.00364377,-0.97164,-0.164443,-0.000393413,-0.0176984,0.374305,6.375,14.5,0,0,30.875,13.1667,1.83333,-16.9301,1.5e-05,0.00159368,0.112064,1.50161,0.0885675,61819,0.102879,72.97,6.00504
16561,0.957202,0.0196859,0.0447975,0.0130571,0.120978,0.00875352,0.203673,0.333069,3.98513,0.0667362,0.300114,0.0718427,0.874769,6.95742,0.986265,1,0.00659141,0.108528,0.705254,0.141238,0.599887,0.990081,0.599887,0,-0.00437132,0.0330672,0.916457,0.841005,0.0107529,0.0184896,0.00158199,0.00183751,0.564441,0.0130783,-11.1977,-14.1687,10.7917,0.712224,0.808714,-15.9383,-0.0171186,0,-0.000702771,1.48229,2.35466,0,0,-0.00363095,-0.985108,-0.165696,-0.000391674,-0.0175018,0.375626,5.91667,15.5417,0,0,27.6667,13.625,1.04167,-16.9313,1e-05,-0.000859001,0.114463,1.53815,0.0919611,60305,0.102873,72.34,5.88333
16562,0.959241,0.0198982,0.0438057,0.0132367,0.119779,0.00864669,0.203098,0.332433,3.99183,0.065125,0.299727,0.0716961,0.878388,6.95222,0.985343,1,0.00714439,0.117311,0.703617,0.140036,0.606729,0.990032,0.606729,0,-0.00434364,0.0327941,0.917376,0.840391,0.0107921,0.0185926,0.00133885,0.00167931,0.560199,0.0131676,-11.3906,-13.7135,10.7146,0.712636,0.812984,-16.2411,-0.0173847,0,-0.000770885,1.48468,2.35131,0,0,-0.00364527,-0.974611,-0.163787,-0.000393566,-0.0173803,0.37459,4.70833,13.5417,0,0,29.0833,12.5,1.54167,-16.9321,1.5e-05,-0.00129437,0.105065,1.53916,0.0911283,60298,0.102871,74.02,6.33604
16563,0.957473,0.0197332,0.0443459,0.0131087,0.121637,0.00863042,0.204709,0.334351,3.99425,0.0656567,0.300591,0.0713233,0.876161,6.96186,0.98648,1,0.00700686,0.120343,0.706674,0.142015,0.614865,0.9893,0.614865,0,-0.00434425,0.0329161,0.917174,0.841655,0.0107076,0.0184551,0.00153685,0.00181117,0.563336,0.0130984,-11.2531,-13.9554,10.682,0.714073,0.808219,-16.1079,-0.0172187,0,-0.000832123,1.4875,2.37142,0,0,-0.0036196,-0.983122,-0.167093,-0.000390959,-0.0163812,0.378271,5.54167,14.7917,0,0,29.9583,13.2083,1.04167,-16.9456,2.25e-05,-0.000222485,0.101198,1.52884,0.087543,60817,0.102798,73.33,6.04234
16564,0.965378,0.0199714,0.0430499,0.0132961,0.119839,0.00855614,0.203855,0.333956,3.98283,0.0645052,0.299926,0.0715816,0.877438,6.95188,0.985547,1,0.00733199,0.118643,0.699765,0.139806,0.616458,0.990898,0.616458,0,-0.00429101,0.0330315,0.918107,0.840587,0.0108156,0.0186376,0.0014352,0.0017677,0.562059,0.0132684,-11.4666,-13.4952,10.6359,0.713242,0.811523,-16.422,-0.0171847,0,-0.000825819,1.49866,2.37923,0,0,-0.00365653,-0.97507,-0.16773,-0.000394693,-0.0186417,0.378901,5.25,13.0833,0,0,30.4167,12.9167,1.75,-16.9552,1.5e-05,-9.18482e-05,0.115604,1.54848,0.0897105,60007,0.102746,72.42,6.03329
16565,0.958587,0.0196841,0.0444065,0.0130781,0.120279,0.00862836,0.203305,0.333275,3.98338,0.065256,0.299918,0.0712068,0.876516,6.95973,0.98603,1,0.006902,0.114717,0.703763,0.140515,0.617085,0.983949,0.617085,0,-0.0043561,0.0322584,0.917286,0.841071,0.0107067,0.0184146,0.0014974,0.00178355,0.56326,0.013075,-11.2877,-13.949,10.689,0.71273,0.805076,-16.0988,-0.0171383,0,-0.000711723,1.48687,2.36022,0,0,-0.00361523,-0.973695,-0.16767,-0.000391564,-0.017238,0.376169,5.83333,14.25,0,0,28.125,12.4167,1.54167,-16.9599,1e-05,0.00273234,0.11504,1.53344,0.0884681,60610,0.102737,74.18,6.20129
16566,0.952208,0.0199654,0.0439639,0.0132697,0.120952,0.00867102,0.203959,0.329393,3.98968,0.0651773,0.299975,0.0720347,0.877044,6.94685,0.985365,1,0.00717739,0.116478,0.700955,0.141022,0.58798,0.985232,0.58798,0,-0.00432344,0.0324393,0.917293,0.838916,0.0108574,0.0186924,0.00149586,0.00177719,0.5618,0.0132298,-11.4058,-13.7155,10.8021,0.709646,0.812979,-16.1972,-0.0173873,0,-0.000713424,1.47575,2.34418,0,0,-0.00364282,-0.981198,-0.166575,-0.000392571,-0.0182277,0.373559,5.79167,14.5,0,0,30.5,13.4167,1.20833,-16.9651,1.5e-05,-0.00026903,0.1114,1.5395,0.0911007,60287,0.102776,73.71,5.96924
16567,0.954559,0.0200141,0.0434036,0.0133231,0.119887,0.00859845,0.203612,0.328094,3.95935,0.0648057,0.300383,0.0719268,0.876002,6.95308,0.985632,1,0.00730515,0.123542,0.697633,0.13971,0.590997,0.988203,0.590997,0,-0.00430446,0.0334749,0.917706,0.839709,0.0108383,0.0187009,0.00144315,0.00177708,0.562006,0.0132349,-11.4457,-13.5689,10.69,0.713145,0.815676,-16.3439,-0.0170473,0,-0.000718529,1.47943,2.36243,0,0,-0.00362751,-0.979057,-0.168252,-0.000391187,-0.0165898,0.376987,5.25,13.5,0,0,30.1667,12.7917,1.125,-16.9538,2.25e-05,0.00115416,0.108625,1.56729,0.0878072,59394,0.102775,73.65,5.96389
16568,0.949846,0.0197813,0.0445768,0.0131332,0.120617,0.00872437,0.204112,0.327078,3.98022,0.0659147,0.300128,0.0717665,0.876646,6.95303,0.986043,1,0.00706767,0.116426,0.69981,0.140675,0.59593,0.986578,0.59593,0,-0.00434882,0.0338627,0.916706,0.840811,0.0107241,0.0185533,0.00153538,0.00179575,0.561421,0.0130631,-11.2929,-13.997,10.7222,0.714306,0.814325,-16.0473,-0.0170076,0,-0.000746739,1.47396,2.3542,0,0,-0.00362176,-0.979735,-0.167467,-0.000392307,-0.0157961,0.376127,5.125,14.75,0,0,29.8333,12.7083,1.45833,-16.9534,1e-05,-0.000548755,0.112834,1.5363,0.0893846,60469,0.102766,75.15,5.9401
16569,0.959888,0.0195339,0.0433769,0.012998,0.120682,0.00858115,0.204443,0.333167,3.9352,0.0656271,0.300303,0.0709355,0.877534,6.96482,0.986116,1,0.00692984,0.11491,0.701541,0.141065,0.611208,0.988285,0.611208,0,-0.00432545,0.0332625,0.917681,0.84234,0.0106631,0.0182425,0.00154191,0.00181339,0.562687,0.0131012,-11.409,-13.8498,10.5491,0.717494,0.797288,-16.1441,-0.0169484,0,-0.000691385,1.49033,2.38143,0,0,-0.00362006,-0.981287,-0.166584,-0.000388806,-0.0169289,0.380138,5.875,13.9167,0,0,28.875,13.9167,1.16667,-16.9371,2.25e-05,-0.000491269,0.10785,1.51287,0.0848756,61526,0.102773,74.51,6.24234
16570,0.951316,0.0196594,0.0446651,0.0130341,0.121814,0.00874005,0.204418,0.330137,3.99228,0.0664735,0.300097,0.071739,0.874514,6.95755,0.986222,1,0.00691764,0.112517,0.704177,0.142246,0.581943,0.982499,0.581943,0,-0.00434142,0.0336169,0.91683,0.840714,0.0107227,0.0184521,0.00158424,0.0018158,0.563003,0.013051,-11.3085,-14.056,10.7637,0.711619,0.806241,-15.9751,-0.0171267,0,-0.000766241,1.47415,2.34661,0,0,-0.00362815,-0.987643,-0.166039,-0.000392873,-0.0175529,0.374352,5.95833,14.6667,0,0,29.375,14.25,0.916667,-16.9303,2.25e-05,0.00250471,0.110068,1.49302,0.0879989,62177,0.102769,75.32,5.93127
16571,0.961163,0.0195907,0.044038,0.0130462,0.119905,0.00867227,0.203617,0.332935,3.96156,0.0666442,0.299887,0.0707691,0.875927,6.95978,0.986463,1,0.00691625,0.115103,0.699786,0.139974,0.609656,0.987811,0.609656,0,-0.00434077,0.0335383,0.917545,0.841535,0.0106905,0.0182801,0.00158703,0.0018795,0.564443,0.013088,-11.3376,-13.9465,10.6215,0.714021,0.797644,-16.0922,-0.0170449,0,-0.000728012,1.49474,2.38573,0,0,-0.00363825,-0.981281,-0.168864,-0.000392725,-0.0164067,0.380832,5.91667,14.0833,0,0,27.2083,12.5833,1.16667,-16.934,1e-05,0.00493354,0.119123,1.51004,0.0853827,61616,0.102768,72.72,5.98511
16572,0.949579,0.0192053,0.0450837,0.0127376,0.121293,0.00859483,0.2039,0.329279,3.99688,0.0664372,0.299802,0.070428,0.874729,6.96778,0.986955,1,0.00658813,0.104706,0.702926,0.141708,0.588206,0.980604,0.588206,0,-0.00437504,0.0337195,0.917176,0.844789,0.0104501,0.0180109,0.00170834,0.00194291,0.565721,0.0127837,-11.2234,-14.2509,10.5439,0.717272,0.793567,-15.8802,-0.0170073,0,-0.000709721,1.47203,2.34785,0,0,-0.00361695,-0.971943,-0.16638,-0.000390943,-0.0165397,0.374701,5.83333,15,0,0,28.5,14.7917,1.70833,-16.9347,1.5e-05,-0.00132532,0.110738,1.52377,0.0834925,61162,0.102758,73.06,6.09332
16573,0.954217,0.01931,0.0446974,0.0128268,0.120254,0.00877234,0.204213,0.328546,3.94958,0.0673717,0.3,0.0709991,0.875353,6.96069,0.986967,1,0.00639248,0.104382,0.69819,0.14058,0.592828,0.986899,0.592828,0,-0.00437559,0.0339684,0.915933,0.842583,0.0105724,0.0181028,0.00157758,0.0018302,0.562874,0.0128747,-11.3487,-14.3689,10.6637,0.71456,0.801513,-15.8419,-0.0168389,0,-0.000873265,1.47995,2.36619,0,0,-0.00361858,-0.977657,-0.165541,-0.000390657,-0.0163658,0.378103,6.875,16.7083,0,0,27.5,13.5833,1.29167,-16.9432,2.25e-05,0.00145438,0.113924,1.52527,0.0909498,60823,0.102733,74.01,6.24803
16574,0.949372,0.0194948,0.0446434,0.0129453,0.121665,0.00882597,0.204815,0.328574,4.00263,0.0672693,0.300719,0.0714685,0.873707,6.96027,0.986731,1,0.00654359,0.103312,0.702262,0.142134,0.567087,0.987478,0.567087,0,-0.00436622,0.0335395,0.916688,0.841653,0.0107,0.0182849,0.00153051,0.0018026,0.563436,0.0130395,-11.3076,-14.1568,10.6209,0.716326,0.799046,-15.9344,-0.0171194,0,-0.000736035,1.47427,2.35632,0,0,-0.00362955,-0.971912,-0.166623,-0.000391513,-0.0157645,0.375944,6,14.3333,0,0,26.9583,14,1.66667,-16.9489,1e-05,0.0068808,0.117484,1.56586,0.0878234,59445,0.102738,74.28,6.12649
16575,0.947034,0.01961,0.0441934,0.0130157,0.122213,0.0087024,0.203987,0.329833,3.99748,0.0662205,0.299744,0.0717063,0.874655,6.96206,0.986042,1,0.00696471,0.115265,0.707975,0.142636,0.579239,0.983204,0.579239,0,-0.00433646,0.0329584,0.917769,0.842221,0.0106694,0.018363,0.00162545,0.0018629,0.564206,0.0130559,-11.2285,-13.9515,10.6391,0.715132,0.801208,-16.0618,-0.0171309,0,-0.000851961,1.46565,2.33522,0,0,-0.00360753,-0.980045,-0.167732,-0.000389326,-0.0176338,0.37237,5.125,13.5833,0,0,28.5417,14.1667,1.16667,-16.9378,1e-05,0.000183676,0.117153,1.51043,0.082602,61708,0.102755,72.99,5.91097
16576,0.955955,0.0197683,0.0438285,0.013141,0.12035,0.00869262,0.203553,0.330983,3.96299,0.0660448,0.29993,0.071512,0.877214,6.95944,0.986135,1,0.00695619,0.111439,0.701244,0.140443,0.60373,0.987511,0.60373,0,-0.00434971,0.032778,0.917039,0.840373,0.0107605,0.018497,0.00148239,0.00177841,0.561951,0.013131,-11.3922,-13.9274,10.6891,0.713938,0.81121,-16.1057,-0.0170192,0,-0.000667205,1.48534,2.36944,0,0,-0.00363486,-0.975906,-0.165029,-0.000390753,-0.0170778,0.378304,5.58333,15.4583,0,0,30.4167,13.625,1.66667,-16.9426,1e-05,0.00229059,0.111283,1.50576,0.0880923,61676,0.102741,73.82,5.87584
16577,0.946008,0.0194709,0.0451483,0.0128922,0.122717,0.00860432,0.2044,0.329206,4.03179,0.0660516,0.300259,0.0714949,0.873728,6.96286,0.98635,1,0.00657527,0.108783,0.707052,0.143211,0.570036,0.990089,0.570036,0,-0.0043545,0.0330693,0.917205,0.843243,0.0105804,0.0183048,0.00154009,0.00178455,0.562945,0.0128971,-11.1387,-14.174,10.6821,0.71351,0.806964,-15.9398,-0.0169375,0,-0.000792994,1.46585,2.33378,0,0,-0.0036102,-0.986349,-0.164449,-0.000389496,-0.0149932,0.371695,5.75,14.7917,0,0,28.5417,15.8333,0.916667,-16.9521,2.25e-05,-0.000294519,0.107921,1.50008,0.0881827,61893,0.102691,74.61,6.36447
16578,0.950897,0.0192393,0.0446194,0.0127463,0.122815,0.00875046,0.204811,0.332825,4.00559,0.0677816,0.300157,0.0708214,0.875257,6.96811,0.987103,1,0.00649157,0.104789,0.707545,0.143687,0.599016,0.982303,0.599016,0,-0.00438086,0.0334971,0.916765,0.841342,0.0106031,0.0180646,0.0015383,0.00175349,0.562973,0.0129377,-11.237,-14.4178,10.6036,0.715669,0.791379,-15.7825,-0.0169347,0,-0.000995183,1.48037,2.36247,0,0,-0.00360332,-0.978212,-0.164029,-0.000389213,-0.0167171,0.376573,5.79167,14.75,0,0,25.75,13.9583,1.25,-16.9461,1e-05,0.00798398,0.114654,1.51544,0.0863459,61371,0.102704,71.03,5.5182
16579,0.959923,0.0191298,0.0450867,0.0126823,0.122161,0.00871226,0.204031,0.337895,3.98482,0.0664728,0.299608,0.0706577,0.875963,6.96763,0.987149,1,0.00644676,0.101811,0.709668,0.143086,0.611847,0.986609,0.611847,0,-0.00440054,0.032439,0.915734,0.843737,0.0104997,0.0179851,0.00152071,0.00173356,0.562898,0.0127849,-11.2188,-14.596,10.6604,0.714999,0.796157,-15.6881,-0.016648,0,-0.000736281,1.49089,2.36951,0,0,-0.00359568,-0.985094,-0.163148,-0.000385983,-0.0164222,0.377767,6.5,17.0833,0,0,28.2083,15.5417,1.04167,-16.944,1e-05,-0.000948011,0.107589,1.52531,0.0889845,60896,0.102729,74.26,5.8988
16580,0.952736,0.0193168,0.0448343,0.0128052,0.121421,0.0088084,0.204228,0.33075,3.98392,0.0676553,0.300298,0.0708615,0.87487,6.96079,0.986963,1,0.00648466,0.108943,0.702358,0.141866,0.568181,0.985307,0.568181,0,-0.00437162,0.0340212,0.915829,0.841262,0.0106167,0.0181297,0.00145322,0.0017036,0.56203,0.0129133,-11.3197,-14.5121,10.6766,0.713194,0.796028,-15.7572,-0.016814,0,-0.000737993,1.47925,2.36304,0,0,-0.00361282,-0.982314,-0.164669,-0.000390249,-0.0159244,0.377107,5.5,15.5417,0,0,26.4167,13.1667,1.20833,-16.9488,1.5e-05,-0.000579352,0.10828,1.53439,0.0863502,60653,0.102754,73.66,6.2516
16581,0.95095,0.0194282,0.0450411,0.0128713,0.120796,0.00890402,0.203163,0.329955,3.9911,0.0680668,0.299959,0.0714354,0.875165,6.95776,0.986457,1,0.00642374,0.104533,0.703711,0.141054,0.593391,0.979077,0.593391,0,-0.00438677,0.0331991,0.915565,0.840122,0.0107318,0.018295,0.00150558,0.00178206,0.562773,0.0129861,-11.2362,-14.5457,10.7369,0.713418,0.801757,-15.7191,-0.0168509,0,-0.000676682,1.47176,2.3381,0,0,-0.00361518,-0.97862,-0.165497,-0.00038956,-0.016534,0.372819,6,16.0833,0,0,26.125,13.5,1.33333,-16.9472,2.25e-05,-0.000406648,0.106319,1.52797,0.0884447,60816,0.102762,73.05,5.87845
16582,0.954373,0.0192658,0.0444709,0.0128162,0.120948,0.0086627,0.204668,0.330424,3.94917,0.0661389,0.300455,0.0704671,0.875489,6.96358,0.986807,1,0.0066503,0.108072,0.701051,0.141066,0.592615,0.984644,0.592615,0,-0.00436123,0.0335479,0.916729,0.843691,0.0105364,0.018019,0.00160282,0.0018651,0.563713,0.0129264,-11.3062,-14.3251,10.5379,0.716706,0.791891,-15.8901,-0.0168457,0,-0.000829532,1.48217,2.37005,0,0,-0.00364546,-0.98026,-0.167064,-0.000392659,-0.0166344,0.378297,6.125,15.5833,0,0,28.7083,13.8333,1.125,-16.9508,2.25e-05,0.00246678,0.112606,1.49822,0.0874908,61993,0.102788,73.33,6.31645
16583,0.952136,0.0191562,0.0449237,0.0126996,0.121165,0.00864177,0.204097,0.330317,4.00445,0.066438,0.299885,0.070435,0.875831,6.96672,0.986989,1,0.00646107,0.105013,0.703709,0.141655,0.58747,0.984556,0.58747,0,-0.00436725,0.0337824,0.916265,0.844459,0.0104693,0.0179925,0.00154507,0.00178924,0.562619,0.0127848,-11.2559,-14.4475,10.59,0.716409,0.795749,-15.8027,-0.0169916,0,-0.00077258,1.47846,2.35559,0,0,-0.00362446,-0.969386,-0.164881,-0.000390584,-0.0175925,0.37563,6.29167,15.7083,0,0,27.6667,14.0417,2.125,-16.9523,1e-05,-0.000168681,0.115784,1.50538,0.0865355,61752,0.102783,73.07,5.74058
