step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
16473,0.959957,0.0204835,0.0438538,0.0136195,0.121826,0.00859998,0.204275,0.334731,4.00035,0.0632518,0.30055,0.0726699,0.876168,6.95085,0.984886,1,0.00764384,0.130119,0.704216,0.142007,0.628501,0.987094,0.628501,0,-0.00429755,0.0322585,0.919368,0.838247,0.0109644,0.019095,0.00132833,0.00167495,0.561083,0.0133881,-11.3357,-13.1522,10.7492,0.709644,0.824593,-16.5763,-0.0175609,0,-0.000769814,1.49137,2.36917,0,0,-0.00365077,-0.979849,-0.163844,-0.000392261,-0.0177342,0.377644,4.375,12.125,0,0,31.375,13.125,1.20833,-16.9871,2.25e-05,0.00260245,0.103582,1.56262,0.088392,59541,0.102749,73.8,6.06844
16474,0.957774,0.0201504,0.043571,0.0134261,0.12031,0.00866573,0.203919,0.331913,3.9521,0.06368,0.299973,0.0723361,0.874255,6.95304,0.985319,1,0.00716913,0.120449,0.702345,0.140679,0.610783,0.99202,0.610783,0,-0.00429926,0.0323902,0.919378,0.841215,0.0108756,0.0187578,0.00142586,0.0017855,0.563633,0.0133213,-11.3206,-13.2936,10.607,0.717182,0.811196,-16.4635,-0.0172563,0,-0.000673772,1.48417,2.36557,0,0,-0.00363564,-0.975246,-0.166543,-0.000392609,-0.0159704,0.377604,4.95833,12.0417,0,0,29.2083,13.4583,1.375,-16.9918,1.5e-05,0.00061285,0.122921,1.57076,0.0881739,59257,0.102721,74,5.9686
16475,0.963332,0.0200214,0.0443498,0.0133132,0.120788,0.00868455,0.203793,0.335765,3.98296,0.064483,0.300009,0.0720292,0.874022,6.95488,0.985284,1,0.00696875,0.117627,0.703923,0.141184,0.621448,0.987381,0.621448,0,-0.00432233,0.033079,0.919001,0.839999,0.0108651,0.0186975,0.00153052,0.00185001,0.56513,0.0132508,-11.1468,-13.59,10.6229,0.715639,0.815691,-16.293,-0.0173259,0,-0.000825989,1.49402,2.37138,0,0,-0.00363814,-0.978068,-0.167091,-0.00039102,-0.0166265,0.377937,6.29167,14.5417,0,0,30.2083,15.4167,1.54167,-17.0062,1e-05,0.000246648,0.111659,1.5745,0.0864465,59185,0.102723,74.09,6.27284
16476,0.956137,0.0198185,0.0449892,0.0131426,0.120935,0.00874777,0.204323,0.332661,3.99564,0.0652581,0.300169,0.0723611,0.876641,6.95349,0.986187,1,0.00685169,0.1139,0.703936,0.141692,0.597427,0.985798,0.597427,0,-0.00435613,0.0331549,0.917079,0.841043,0.010734,0.0186038,0.00137304,0.00164903,0.561478,0.01303,-11.3054,-13.9307,10.7831,0.710727,0.809941,-16.0376,-0.0172776,0,-0.000778348,1.4789,2.34094,0,0,-0.00361911,-0.975238,-0.16321,-0.000390025,-0.0172433,0.373332,6.58333,14.9167,0,0,28.5417,12.7917,1.5,-17.0179,1.5e-05,-0.00103913,0.108316,1.57586,0.0897002,59021,0.102712,73.6,5.88015
16477,0.954257,0.0198276,0.0453427,0.0131648,0.119926,0.00873304,0.203041,0.330478,4.01805,0.0641635,0.299697,0.0719651,0.877757,6.95433,0.985727,1,0.00697032,0.121262,0.702019,0.140406,0.582734,0.987416,0.582734,0,-0.00436929,0.0322051,0.916736,0.840835,0.0107369,0.0185976,0.00135991,0.00166358,0.560233,0.0130501,-11.3471,-13.9268,10.7692,0.711119,0.814573,-16.0834,-0.0174439,0,-0.00061872,1.47267,2.32841,0,0,-0.00365089,-0.97416,-0.162376,-0.000391864,-0.0169898,0.37124,6.20833,14.5417,0,0,27.8333,11.5833,1.45833,-17.0142,2.25e-05,0.00134396,0.109088,1.58606,0.0866051,58770,0.102719,72.11,5.81445
16478,0.953061,0.0200388,0.0447155,0.0133213,0.120032,0.00873575,0.203466,0.329347,3.97569,0.0648945,0.299821,0.0720988,0.877545,6.95374,0.985817,1,0.0071129,0.120538,0.700431,0.14038,0.596038,0.98677,0.596038,0,-0.00431807,0.0334536,0.917918,0.839543,0.0108198,0.0187069,0.00136715,0.0017052,0.561754,0.0131801,-11.3566,-13.6473,10.6569,0.714288,0.812656,-16.2584,-0.0174084,0,-0.000822741,1.47359,2.34461,0,0,-0.00365021,-0.979481,-0.164411,-0.000394116,-0.0180395,0.374837,5.375,14.4167,0,0,30.7083,13,1.375,-17.0122,1e-05,0.00312992,0.110588,1.58624,0.0899484,58647,0.10274,73.17,5.96383
16479,0.959228,0.0197627,0.0447124,0.0131415,0.119743,0.00858039,0.203728,0.332535,3.98143,0.0644029,0.299658,0.0716546,0.877967,6.95728,0.98574,1,0.00709575,0.123105,0.700855,0.140116,0.622927,0.984387,0.622927,0,-0.00436319,0.032665,0.917418,0.843292,0.0106501,0.0184796,0.00132612,0.0016341,0.56003,0.0130329,-11.3865,-13.7789,10.5558,0.717518,0.809212,-16.2179,-0.0173901,0,-0.000652144,1.4842,2.35731,0,0,-0.00365552,-0.97564,-0.164333,-0.00039333,-0.0170887,0.376746,4.75,14.3333,0,0,29.5,12.3333,1.41667,-17.0194,1.5e-05,-0.000567436,0.114728,1.53729,0.0879359,60486,0.102709,76.27,6.50092
16480,0.960422,0.0200232,0.0450016,0.013285,0.121228,0.00873454,0.203821,0.335516,4.03437,0.0644416,0.300167,0.0727189,0.877266,6.95661,0.985498,1,0.00694321,0.113509,0.706708,0.141854,0.611897,0.986557,0.611897,0,-0.00436402,0.0323745,0.917087,0.840335,0.0108245,0.0187891,0.00117048,0.00152422,0.559449,0.0131266,-11.3066,-13.7707,10.787,0.711399,0.819179,-16.1693,-0.0174447,0,-0.000678922,1.48993,2.35816,0,0,-0.003641,-0.97448,-0.159,-0.000393011,-0.0179039,0.375664,4.75,14,0,0,28,13.0417,1.29167,-17.0202,1e-05,0.00157805,0.106262,1.51675,0.0852699,61362,0.102685,71.61,5.73376
16481,0.957711,0.0198143,0.0445726,0.0131715,0.121231,0.00858854,0.204871,0.333236,4.00902,0.0637749,0.300402,0.0716721,0.877343,6.96434,0.985826,1,0.00691187,0.115448,0.704886,0.141727,0.616563,0.991869,0.616563,0,-0.00434785,0.0318328,0.918403,0.842431,0.0106727,0.0184846,0.00144786,0.00176807,0.563241,0.0130951,-11.2763,-13.7187,10.5594,0.716101,0.802536,-16.2528,-0.0174877,0,-0.000579244,1.48576,2.36537,0,0,-0.00365818,-0.976683,-0.164098,-0.000393182,-0.0174862,0.377506,6.08333,14.0417,0,0,31.0417,15.5833,1.5,-17.026,1.5e-05,-0.000221095,0.100801,1.5261,0.0850706,61014,0.102672,76.51,6.40717
16482,0.960098,0.0197124,0.0447121,0.0131024,0.120644,0.008689,0.204062,0.335274,3.98898,0.0648341,0.299905,0.0716523,0.876016,6.96247,0.986225,1,0.00672516,0.112426,0.705383,0.141266,0.613772,0.986335,0.613772,0,-0.00436438,0.0327407,0.917585,0.842105,0.0106799,0.0184325,0.00134123,0.00164597,0.561692,0.0130591,-11.3369,-13.9029,10.5998,0.716289,0.802256,-16.1158,-0.0173189,0,-0.000762052,1.48956,2.36202,0,0,-0.00365656,-0.98317,-0.16592,-0.000394401,-0.0161049,0.376957,5.66667,14.125,0,0,27,14.125,0.958333,-17.0167,2.25e-05,0.00126915,0.108487,1.52908,0.0916364,60654,0.102679,73.67,6.2512
16483,0.958393,0.0197271,0.0453275,0.0130868,0.12062,0.00878117,0.203945,0.334162,4.00972,0.0650826,0.29986,0.0720309,0.876971,6.95325,0.985673,1,0.00660301,0.114214,0.704979,0.141095,0.625442,0.985518,0.625442,0,-0.00438048,0.0319994,0.916508,0.841062,0.0107454,0.0185146,0.00138882,0.00170008,0.562066,0.0130664,-11.2217,-14.1809,10.7115,0.714484,0.805735,-15.9568,-0.0171541,0,-0.000558206,1.4883,2.3678,0,0,-0.00364704,-0.981856,-0.163339,-0.000391469,-0.0168242,0.377852,6.58333,15.5417,0,0,27.8333,14.7917,1.29167,-17.0115,2.25e-05,0.00133633,0.115884,1.55235,0.0900004,59855,0.10266,73.72,5.99887
16484,0.955104,0.020119,0.0455157,0.013339,0.121395,0.00882833,0.203192,0.333485,4.01118,0.0649371,0.30011,0.0730368,0.876547,6.94508,0.985587,1,0.00696886,0.117931,0.707476,0.141768,0.607796,0.984392,0.607796,0,-0.00435122,0.031628,0.916522,0.839513,0.0108957,0.0188932,0.00134839,0.00165622,0.562222,0.0131885,-11.2064,-13.9278,10.8463,0.712489,0.824672,-16.0876,-0.0175247,0,-0.000669362,1.47496,2.33373,0,0,-0.00360883,-0.987254,-0.162367,-0.000388216,-0.016117,0.372095,5.70833,14.9167,0,0,29.5833,13.75,0.791667,-17.0175,1.5e-05,0.000702705,0.113706,1.57852,0.087678,58999,0.102663,72.51,5.84175
16485,0.953089,0.0192398,0.0455084,0.0127794,0.120923,0.00869421,0.205189,0.33,3.99316,0.0656502,0.300677,0.070894,0.878439,6.96957,0.986806,1,0.00660695,0.113088,0.702973,0.141693,0.604902,0.984253,0.604902,0,-0.00439284,0.033094,0.91587,0.844862,0.010466,0.0180258,0.00130291,0.00154774,0.558757,0.0127783,-11.3972,-14.3163,10.5665,0.717447,0.794899,-15.8717,-0.0172889,0,-0.000710633,1.47974,2.35753,0,0,-0.00363097,-0.970373,-0.163323,-0.000391843,-0.0172684,0.376771,5.75,14.625,0,0,27,13.25,1.875,-17.0233,2.25e-05,0.000838355,0.110794,1.52597,0.0856378,60997,0.102674,75.1,5.95042
16486,0.954352,0.0195389,0.0451086,0.0129873,0.120085,0.00883944,0.204841,0.329144,3.97313,0.0665468,0.300199,0.0714201,0.878949,6.95625,0.986166,1,0.00673793,0.111434,0.699048,0.140732,0.604324,0.988408,0.604324,0,-0.00437857,0.0335995,0.916411,0.841341,0.0106939,0.0182969,0.0014553,0.00172838,0.561154,0.0129891,-11.4055,-14.1032,10.657,0.714513,0.802336,-15.9442,-0.0175266,0,-0.000904858,1.48216,2.36376,0,0,-0.00365077,-0.966233,-0.166025,-0.000395415,-0.0172639,0.377763,6.5,15.375,0,0,28.5417,13,2,-17.0289,1e-05,0.00882055,0.106898,1.58103,0.0848699,59009,0.102694,75.43,5.98146
16487,0.958842,0.0199691,0.0451578,0.0132719,0.120191,0.00876044,0.204181,0.33338,3.9823,0.065259,0.30009,0.0719632,0.876001,6.95308,0.985574,1,0.00699399,0.116417,0.702616,0.140641,0.606843,0.981507,0.606843,0,-0.00436333,0.0330089,0.916922,0.840841,0.0107856,0.0186541,0.00131242,0.00167055,0.561566,0.0131477,-11.348,-13.8837,10.6502,0.716128,0.812813,-16.1627,-0.0173118,0,-0.000784957,1.48972,2.38139,0,0,-0.00363985,-0.978198,-0.165055,-0.000393455,-0.0158437,0.380913,6.375,14.1667,0,0,28.7917,13.0417,1.25,-17.0312,1e-05,0.000457244,0.112192,1.5239,0.0851953,61092,0.102693,73.61,6.05196
16488,0.950877,0.0200093,0.0449102,0.0132947,0.120407,0.00872307,0.203617,0.330353,4.023,0.0644948,0.29981,0.0723861,0.877146,6.95803,0.985355,1,0.00707461,0.118662,0.70386,0.141136,0.600682,0.984123,0.600682,0,-0.00434596,0.032995,0.917142,0.84034,0.0107817,0.0187105,0.00117534,0.00153606,0.559448,0.0131466,-11.4141,-13.7544,10.7228,0.712662,0.813483,-16.2341,-0.0173901,0,-0.000812145,1.47454,2.33852,0,0,-0.00363406,-0.983577,-0.163359,-0.000392205,-0.0161859,0.372949,5.54167,14.5417,0,0,29.625,13.1667,1,-17.0401,1.5e-05,5.37073e-05,0.108916,1.53427,0.0866828,60645,0.102717,72.52,5.83824
16489,0.955325,0.0198012,0.0450041,0.0131395,0.120369,0.00880128,0.203943,0.331149,3.9971,0.0651426,0.299943,0.0719192,0.876243,6.95271,0.986272,1,0.00670629,0.115387,0.70326,0.140747,0.607159,0.987113,0.607159,0,-0.00438513,0.0326501,0.916255,0.841154,0.0107487,0.0185828,0.00130112,0.00160302,0.56001,0.0130591,-11.337,-14.0987,10.7377,0.71313,0.813051,-15.997,-0.0173935,0,-0.000634476,1.48053,2.34885,0,0,-0.00365477,-0.977612,-0.164178,-0.000392329,-0.0164442,0.374781,5.625,15.3333,0,0,27.9583,13.375,1.625,-17.0405,2.25e-05,0.0011013,0.113826,1.52053,0.0848567,61233,0.102754,74.38,5.96736
16490,0.9558,0.0198371,0.0445978,0.0131933,0.120991,0.00865348,0.204916,0.331089,3.98868,0.064994,0.299997,0.0715096,0.875234,6.95753,0.985789,1,0.00703919,0.11744,0.70177,0.141397,0.602141,0.984304,0.602141,0,-0.00435187,0.0332778,0.917766,0.841774,0.0107468,0.0185324,0.00139388,0.00171474,0.561541,0.0131518,-11.3184,-13.7873,10.5993,0.715802,0.805829,-16.2298,-0.017376,0,-0.000894715,1.48747,2.37576,0,0,-0.0036424,-0.969281,-0.165968,-0.000394365,-0.0163766,0.379441,5.79167,13.5417,0,0,30.5,14.125,1.95833,-17.0364,1e-05,-0.000682091,0.114216,1.55171,0.0855498,60041,0.102757,74.75,6.29732
16491,0.953385,0.0198892,0.0456745,0.0131823,0.120713,0.00885012,0.203506,0.332366,4.00057,0.0651219,0.300022,0.0723616,0.876707,6.9461,0.985682,1,0.00692319,0.115386,0.705438,0.141391,0.62515,0.981792,0.62515,0,-0.00438864,0.0326254,0.9158,0.839415,0.0108197,0.0186925,0.00120362,0.00152615,0.560053,0.0131028,-11.3128,-14.158,10.8192,0.712265,0.81631,-15.9355,-0.0174115,0,-0.000786129,1.47793,2.34677,0,0,-0.00362167,-0.978102,-0.163143,-0.000389256,-0.0174229,0.374815,5.83333,14.625,0,0,28.6667,12.5833,1.33333,-17.0387,1e-05,6.69302e-05,0.115297,1.54139,0.0837224,60490,0.102768,74.48,5.70488
16492,0.952744,0.0196551,0.0459714,0.0130245,0.121311,0.00883357,0.204253,0.332056,4.00385,0.0665351,0.300033,0.0720656,0.87687,6.95481,0.985972,1,0.00660583,0.111657,0.705655,0.142184,0.594705,0.984077,0.594705,0,-0.00438353,0.0331172,0.915792,0.840743,0.0107328,0.0184798,0.00139307,0.001663,0.561603,0.0129923,-11.1863,-14.3277,10.7635,0.714149,0.814153,-15.86,-0.0172858,0,-0.000734233,1.47649,2.3478,0,0,-0.00361472,-0.981423,-0.162031,-0.000388495,-0.0151159,0.374603,6.58333,16.0833,0,0,27.5,14.0833,1.08333,-17.0424,1.5e-05,-0.000443388,0.112491,1.52687,0.0834389,61046,0.102788,76.46,6.41458
16493,0.951333,0.019779,0.0459285,0.0131167,0.12161,0.00877471,0.204414,0.332157,4.00563,0.0660145,0.299882,0.0722299,0.874533,6.958,0.986144,1,0.00686155,0.117789,0.706175,0.142228,0.595738,0.980937,0.595738,0,-0.00437664,0.0331539,0.916935,0.842153,0.0106668,0.0185353,0.00141141,0.00169938,0.562004,0.0129898,-11.1921,-14.0723,10.6904,0.715627,0.811369,-16.027,-0.0175068,0,-0.000691931,1.47689,2.35218,0,0,-0.00362701,-0.980163,-0.16212,-0.000392197,-0.015817,0.375845,5.875,15.1667,0,0,30,14.625,1.25,-17.049,2.25e-05,0.0001615,0.102595,1.54163,0.0832376,60499,0.102773,75.4,6.16042
16494,0.955562,0.0196576,0.0453689,0.0130496,0.120992,0.00876201,0.204438,0.332194,3.98396,0.0658184,0.300136,0.0719401,0.87678,6.95382,0.986136,1,0.00701311,0.120043,0.703272,0.14162,0.577427,0.98937,0.577427,0,-0.00435873,0.0343079,0.916686,0.841871,0.0106518,0.0184425,0.00138654,0.00166006,0.560421,0.0129155,-11.2739,-14.0795,10.7705,0.711919,0.810739,-15.9686,-0.0176025,0,-0.000940289,1.48337,2.36432,0,0,-0.00364858,-0.981213,-0.164988,-0.000392598,-0.0160452,0.377692,5.95833,14.2083,0,0,27.5417,11.875,1.16667,-17.04,1e-05,0.0210284,0.102395,1.52013,0.0822322,61349,0.102783,74.15,5.87371
16495,0.958624,0.0197779,0.0447174,0.013166,0.120484,0.00865476,0.204051,0.334024,3.97748,0.0648624,0.299722,0.0711093,0.876988,6.96192,0.986249,1,0.00689,0.115861,0.703063,0.140916,0.610924,0.986548,0.610924,0,-0.00434071,0.0328162,0.918146,0.841866,0.0106709,0.0184127,0.00149255,0.00180195,0.563533,0.0130915,-11.2915,-13.7922,10.5826,0.7148,0.802427,-16.2334,-0.0175248,0,-0.000731894,1.48932,2.37443,0,0,-0.003643,-0.978742,-0.165693,-0.000392925,-0.0166696,0.37938,5.83333,14.6667,0,0,30.1667,14.3333,1.29167,-17.0282,1e-05,0.00315692,0.10993,1.48754,0.0842664,62542,0.102801,73.54,5.96566
16496,0.961136,0.019772,0.0443939,0.0131353,0.120166,0.00871824,0.203707,0.333511,3.95614,0.0654267,0.299883,0.0719807,0.875745,6.95425,0.985987,1,0.00694766,0.117363,0.702409,0.140464,0.619046,0.993208,0.619046,0,-0.004326,0.0333942,0.917301,0.841914,0.0107358,0.0185078,0.00148873,0.0017865,0.563267,0.0131257,-11.2851,-13.9055,10.6418,0.716712,0.80932,-16.1189,-0.0172433,0,-0.000714728,1.48827,2.36838,0,0,-0.00364111,-0.97632,-0.1669,-0.00038998,-0.0165164,0.378225,5.16667,14.3333,0,0,28.75,13.4167,1.5,-17.0329,1.5e-05,-0.000553595,0.11168,1.52354,0.0868347,61044,0.102828,74.92,6.27104
16497,0.948115,0.0197822,0.045113,0.0131226,0.12072,0.00877703,0.2038,0.328252,3.99125,0.0652129,0.29989,0.0718646,0.8768,6.9565,0.986059,1,0.00679593,0.113206,0.701971,0.141214,0.577526,0.984871,0.577526,0,-0.00435247,0.0331783,0.916431,0.840244,0.0107461,0.0185496,0.00135356,0.00164276,0.560699,0.0130739,-11.2893,-14.1183,10.757,0.71174,0.812442,-16.0236,-0.0172054,0,-0.000692155,1.46847,2.33559,0,0,-0.00364029,-0.979875,-0.162787,-0.000394401,-0.0159647,0.372769,6.16667,15.1667,0,0,28.2083,13.0833,1.20833,-17.0269,1.5e-05,0.00173523,0.113618,1.59322,0.0871651,58500,0.102842,74.22,6.15405
16498,0.956777,0.0199283,0.045237,0.0132125,0.122154,0.00874929,0.204072,0.334939,4.02046,0.0646994,0.300045,0.0724236,0.875754,6.94885,0.985501,1,0.00687129,0.115231,0.708087,0.142676,0.600864,0.988342,0.600864,0,-0.00436078,0.0322697,0.917109,0.841049,0.010779,0.0186965,0.0014396,0.00170151,0.561669,0.013096,-11.1649,-13.9361,10.7845,0.712415,0.821714,-16.1069,-0.0175458,0,-0.000776026,1.4781,2.33984,0,0,-0.00361849,-0.98054,-0.161877,-0.000387418,-0.0171369,0.3727,5.91667,14.7917,0,0,28.875,14.3333,1.20833,-17.0239,1.5e-05,0.00222801,0.11512,1.51782,0.0868373,61261,0.102851,72.15,5.93668
16499,0.951812,0.0195237,0.0451229,0.0129634,0.121643,0.00857632,0.204694,0.330367,4.0081,0.0654168,0.30001,0.0709916,0.878391,6.9659,0.985678,1,0.00675773,0.114105,0.704363,0.142233,0.596495,0.9868,0.596495,0,-0.00432978,0.0335401,0.917756,0.843095,0.0105582,0.0182482,0.00155315,0.00178515,0.561817,0.0129296,-11.2074,-14.0222,10.5665,0.714462,0.803357,-16.1203,-0.0173864,0,-0.00100015,1.47817,2.34638,0,0,-0.00363985,-0.966691,-0.165267,-0.000394041,-0.0169656,0.374088,5.79167,14.0417,0,0,28.3333,14.0417,2.04167,-17.0207,2.25e-05,0.000692971,0.11484,1.56369,0.0902116,59437,0.102814,74.87,6.17209
16500,0.950515,0.0195912,0.0450686,0.0130256,0.120613,0.0087505,0.204306,0.329609,3.95504,0.0650601,0.299759,0.0713849,0.876383,6.95525,0.98614,1,0.00673368,0.113372,0.702664,0.141134,0.591993,0.98747,0.591993,0,-0.00437284,0.0332663,0.916935,0.841628,0.0106586,0.0183274,0.00136484,0.00165319,0.560235,0.013025,-11.2734,-14.1244,10.6436,0.715096,0.805352,-16.025,-0.0172418,0,-0.000605548,1.47604,2.35367,0,0,-0.00364015,-0.979772,-0.165294,-0.000392517,-0.0162822,0.376204,6.16667,14.7917,0,0,27.6667,13.4583,1.16667,-17.0231,1e-05,0.00547704,0.111291,1.51348,0.0869894,61421,0.102805,73.02,5.82489
16501,0.95384,0.0197309,0.0454156,0.0130909,0.120791,0.00882037,0.203902,0.330649,3.9976,0.0654655,0.299885,0.0719989,0.876669,6.95334,0.985459,1,0.00681263,0.114727,0.70262,0.141237,0.584583,0.990011,0.584583,0,-0.00436764,0.033004,0.916609,0.841071,0.0107456,0.0184999,0.00151613,0.00178813,0.562428,0.0131016,-11.2695,-14.1306,10.6901,0.714393,0.809766,-16.0107,-0.0172443,0,-0.000802747,1.47445,2.34379,0,0,-0.00362716,-0.975772,-0.164162,-0.000390389,-0.0158344,0.374092,6.33333,15.4583,0,0,29.75,13.7917,1.5,-17.0222,1e-05,-0.000643537,0.109682,1.49419,0.0877841,62140,0.102802,74.31,6.27102
16502,0.953937,0.0200434,0.0450743,0.0133217,0.121462,0.00868121,0.203706,0.332711,4.01747,0.063823,0.300117,0.0717958,0.878448,6.95212,0.985757,1,0.00718421,0.122573,0.705274,0.141815,0.611949,0.976603,0.611949,0,-0.00436959,0.0309479,0.917205,0.839335,0.0108146,0.0187319,0.00127195,0.00156627,0.559528,0.0132217,-11.3222,-13.8338,10.7396,0.712631,0.81299,-16.1979,-0.0177184,0,-0.000579959,1.48028,2.35439,0,0,-0.00362577,-0.980798,-0.162244,-0.000390876,-0.0172946,0.376044,5,13.875,0,0,29.75,13.0417,1.16667,-17.0194,1e-05,-0.000366575,0.115877,1.48615,0.0918205,62297,0.102805,74.56,6.03321
16503,0.955167,0.0198701,0.045562,0.0131944,0.120655,0.00878173,0.203172,0.332575,3.98625,0.0651108,0.2996,0.0721096,0.876216,6.95129,0.986187,1,0.00691811,0.116052,0.70503,0.141211,0.603557,0.985895,0.603557,0,-0.00436313,0.0327053,0.916588,0.840623,0.0107511,0.0186008,0.00134595,0.00163692,0.561099,0.0130661,-11.2556,-14.0538,10.7487,0.713363,0.815871,-16.0559,-0.017356,0,-0.000700781,1.47584,2.3363,0,0,-0.00361092,-0.983232,-0.162816,-0.000389274,-0.0168397,0.372833,5.75,15.0833,0,0,28.9583,13.25,1.25,-17.0243,1e-05,-0.000674377,0.109917,1.48928,0.0917628,62176,0.102791,74.63,6.24484
16504,0.959563,0.0202708,0.0440497,0.0134872,0.121664,0.00854715,0.203725,0.337201,3.98787,0.0616767,0.29991,0.0722824,0.877689,6.95173,0.984951,1,0.00743683,0.130461,0.708098,0.142038,0.621977,0.98294,0.621977,0,-0.00433622,0.0307543,0.918518,0.840489,0.0108317,0.0189003,0.00129644,0.00160447,0.560005,0.013276,-11.3133,-13.3971,10.7304,0.711891,0.823086,-16.4618,-0.0174359,0,-0.000580502,1.49002,2.3624,0,0,-0.00361286,-0.977506,-0.16428,-0.000389793,-0.0166547,0.376714,5.33333,13.375,0,0,31.4583,13.9167,1.54167,-17.0249,2.25e-05,0.000300796,0.111748,1.51159,0.0890388,61415,0.102751,72.77,5.93004
16505,0.958788,0.0200956,0.0446423,0.013381,0.120487,0.00853309,0.203316,0.334072,3.9897,0.0621855,0.299538,0.0719421,0.878465,6.95151,0.985452,1,0.007543,0.126468,0.705575,0.140847,0.606464,0.992062,0.606464,0,-0.00434148,0.0309964,0.918431,0.841368,0.0107594,0.0187232,0.00138031,0.00169125,0.561054,0.0132033,-11.3352,-13.498,10.6219,0.715856,0.816709,-16.4201,-0.0174548,0,-0.000622652,1.48505,2.36023,0,0,-0.00361446,-0.977275,-0.165051,-0.000388179,-0.0158164,0.377081,4.66667,12.6667,0,0,31.0417,12.6667,1.29167,-17.036,1.5e-05,0.00164287,0.10318,1.51357,0.0878329,61386,0.102748,72.06,6.17292
16506,0.958959,0.0198019,0.0448725,0.0131639,0.120756,0.00866061,0.203778,0.333757,3.9991,0.0638902,0.29977,0.0714599,0.878369,6.96221,0.986149,1,0.00690815,0.112741,0.7044,0.141111,0.607576,0.989787,0.607576,0,-0.00436795,0.0312635,0.917685,0.841061,0.0107205,0.0184969,0.00146987,0.00173166,0.561645,0.0131056,-11.2571,-13.9015,10.6258,0.715194,0.81228,-16.1628,-0.0172513,0,-0.000638148,1.48531,2.35595,0,0,-0.0036161,-0.980641,-0.16468,-0.000390644,-0.0169206,0.375621,6.41667,14.4167,0,0,28.5833,13.0417,1.33333,-17.0327,1e-05,0.00257904,0.104611,1.48705,0.0894263,62356,0.102769,73.9,6.51299
16507,0.958423,0.0199463,0.0437,0.0132824,0.120067,0.00862971,0.204009,0.332091,3.96569,0.0639101,0.30004,0.0717686,0.877347,6.95647,0.985916,1,0.00721864,0.119173,0.702509,0.140572,0.59359,0.992169,0.59359,0,-0.00433201,0.0318865,0.917852,0.840848,0.010803,0.0185688,0.00132033,0.00168187,0.561994,0.0132536,-11.4328,-13.6453,10.6257,0.714362,0.808858,-16.3148,-0.0171058,0,-0.000698465,1.48264,2.36026,0,0,-0.00362453,-0.981209,-0.163049,-0.000392112,-0.0168738,0.376603,5.625,13.9167,0,0,31,14.25,1.29167,-17.0294,1e-05,0.000399564,0.109135,1.50702,0.0867794,61679,0.102778,76.16,5.97081
