step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/diagnostic_valid,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
140,0,0.0601661,-0.000710795,0.0589381,0.229536,0.0387268,0,0.560988,0,1.28873,0.168771,0,0.0735042,0.395343,3.59804,0.482158,0.0597047,0.84752,3.53805,0,0.220708,0,0,0,0,0.00140136,0.324709,0.95919,0.0596541,0.0607894,0.0615892,0.00753035,0.0050446,0.421334,0.061677,10.8717,-3.10232,3.34752,0.896682,0.550645,-1.02202,-0.0920532,0.543966,-0.00636049,0,6.9614e-09,0.0039164,0.0135667,-0.000558408,-0.333333,-0.0252579,-0.000261395,-0.00468053,0.000929518,15.9583,20.5417,0,0,0,0,0,-14.1547,7.59375e-05,0.00337413,0.0516729,1.49393,0.120141,60904,0.0881005,127.67,0.513781
141,0,0.0601328,-0.000732895,0.0589612,0.227953,0.0374382,0,0.559152,0,1.29008,0.16488,0,0.072938,0.403216,3.59229,0.482467,0.0619651,0.85003,3.5254,0,0.219097,0,0,0,0,0.00140672,0.32605,0.959132,0.0596719,0.0609479,0.0615857,0.00816306,0.00560705,0.422814,0.0618526,10.8384,-3.18759,3.38674,0.895844,0.544026,-1.04815,-0.0921442,0.549069,-0.00736381,0,0,0.00419931,0.0131315,-0.000559114,-0.333333,-0.0287454,-0.000259884,-0.00592652,0.000830029,15.875,20.6667,0,0,0,0.125,0,-14.1415,5.0625e-05,0.00306207,0.0503361,1.48352,0.123383,61175,0.0881734,128.98,0.611321
142,0,0.0603761,-0.000610546,0.0590178,0.230649,0.038741,0,0.562568,0,1.28702,0.1724,0,0.0741336,0.394863,3.59756,0.481003,0.0585035,0.847876,3.53921,0,0.222042,0,0,0,0,0.00138605,0.325994,0.959348,0.0585955,0.0609207,0.0617988,0.00763237,0.00510269,0.417218,0.0617794,10.7257,-3.15241,3.39318,0.897162,0.555165,-0.968129,-0.100403,0.540885,-0.00607331,0,0,0.00367353,0.0124408,-0.00059471,-0.333333,-0.0250291,-0.000261554,-0.00585008,0.000763763,16.2083,22,0,0,0,0,0,-14.1313,5.0625e-05,0.0031473,0.0567534,1.49248,0.121977,60889,0.0882284,127.92,0.590701
143,0,0.0602984,-0.000523393,0.0589116,0.231128,0.039758,0,0.564306,0,1.29248,0.171563,0,0.0743363,0.390656,3.60943,0.483047,0.0593356,0.843075,3.50426,0,0.22261,0,0,0,0,0.00129989,0.327774,0.95889,0.0612131,0.060793,0.0617505,0.00709847,0.00467234,0.415037,0.0615789,10.6614,-3.22153,3.51047,0.894798,0.56247,-0.95557,-0.104045,0.542373,-0.00678659,0,0,0.00367164,0.0132184,-0.00062006,-0.333333,-0.0267196,-0.000263937,-0.00742318,0.000901358,16.2083,22.125,0,0,0,0.0416667,0,-14.1259,1e-05,0.00242641,0.0565803,1.48548,0.120475,61212,0.0882461,128.07,0.435733
144,0,0.060453,-0.000514357,0.0590105,0.23191,0.0393868,0,0.56332,0,1.29242,0.172995,0,0.0745142,0.390777,3.60384,0.482455,0.0566234,0.843191,3.51525,0,0.223316,0,0,0,0,0.00139745,0.325167,0.958786,0.0593095,0.0609144,0.0619453,0.00751253,0.00502569,0.415452,0.0617127,10.7717,-3.13431,3.4443,0.897139,0.562508,-0.922226,-0.096914,0.540381,-0.00626249,0,0,0.00333874,0.011935,-0.00057601,-0.333333,-0.0241356,-0.000262089,-0.00626327,0.000764792,14.25,21.875,0,0,0,0,0,-14.1204,7.59375e-05,0.00234383,0.0548166,1.49312,0.121473,60884,0.0883125,127.7,0.407477
145,0,0.0602145,-0.000588693,0.0589321,0.229963,0.0385613,0,0.560431,0,1.28365,0.169491,0,0.0734894,0.396022,3.59421,0.482464,0.0579919,0.847658,3.52168,0,0.221229,0,0,0,0,0.00146078,0.327304,0.958922,0.0601293,0.0609115,0.0617153,0.00802193,0.00554773,0.419347,0.0617948,10.9358,-3.13972,3.37771,0.897557,0.54859,-0.964359,-0.0923902,0.544253,-0.00621664,0,0,0.00394817,0.0128059,-0.000540597,-0.333333,-0.0241179,-0.000257931,-0.00522007,0.000797077,15.4167,20.8333,0,0,0,0,0,-14.1104,2.25e-05,0.00251926,0.0528269,1.50248,0.121953,60516,0.0883484,127.64,0.691594
146,0,0.0601162,-0.000704183,0.0589168,0.229001,0.038044,0,0.559816,0,1.28105,0.166336,0,0.0727256,0.399272,3.59064,0.483263,0.0596465,0.850134,3.52767,0,0.220265,0,0,0,0,0.00141597,0.326734,0.958885,0.0605285,0.0608499,0.0615253,0.0079895,0.00542737,0.424131,0.0617515,10.9741,-3.163,3.38549,0.896094,0.546582,-1.00296,-0.0924488,0.547435,-0.00668701,0,8.78759e-09,0.00402337,0.013564,-0.000555511,-0.333333,-0.0258026,-0.000258444,-0.00569082,0.000887218,15.25,20.1667,0,0,0,0,0,-14.1015,0.000113906,0.0036172,0.0468363,1.50294,0.120298,60560,0.0884483,128.15,0.576435
147,0,0.0602484,-0.000617936,0.0589272,0.229725,0.0383429,0,0.558831,0,1.28027,0.16978,0,0.0742018,0.399124,3.60225,0.483387,0.0579342,0.848257,3.52368,0,0.220771,0,0,0,0,0.00144883,0.327556,0.959326,0.0596465,0.0609367,0.0617273,0.00822944,0.00565333,0.418508,0.0618439,10.7155,-3.25662,3.46115,0.894768,0.552816,-0.94216,-0.0927189,0.544313,-0.00645097,0,0,0.00381482,0.0122232,-0.000561525,-0.333333,-0.0255118,-0.000258219,-0.00574655,0.00070404,15.0833,21.875,0,0,0,0,0,-14.088,5.0625e-05,0.00497319,0.0545369,1.48643,0.12021,61186,0.0884945,127.89,0.670344
148,0,0.0602283,-0.000566543,0.058856,0.230753,0.0384905,0,0.562525,0,1.29473,0.17056,0,0.0739751,0.390798,3.60505,0.482677,0.058618,0.844895,3.51654,0,0.221988,0,0,0,0,0.0014037,0.327634,0.958612,0.0620377,0.0608096,0.0617339,0.00775988,0.00525319,0.415593,0.0616443,10.781,-3.24189,3.46049,0.895617,0.556511,-0.951309,-0.0977694,0.542927,-0.0064335,0,1.14385e-06,0.00358375,0.0123499,-0.000596649,-0.333333,-0.0256128,-0.000262573,-0.00646023,0.000819619,16.2917,23.6667,0,0,0,0,0,-14.0819,1.5e-05,0.00237204,0.0497668,1.49926,0.122243,60625,0.0885307,127.24,0.538745
149,0,0.060188,-0.000546814,0.0588547,0.230156,0.0401964,0,0.560431,0,1.29103,0.174164,0,0.074675,0.394281,3.61298,0.484359,0.0582639,0.84411,3.50915,0,0.221415,0,0,0,0,0.00141574,0.324816,0.958762,0.0607182,0.0608207,0.0617037,0.00692971,0.00443925,0.417821,0.0615929,10.7849,-3.20011,3.45838,0.895342,0.561337,-0.953066,-0.0934941,0.532839,-0.0063833,0,0,0.0034521,0.0127415,-0.000562618,-0.333333,-0.0234871,-0.0002621,-0.00632469,0.000894615,15.875,21.25,0,0,0,0,0,-14.0763,3.375e-05,0.00288083,0.0512834,1.50229,0.121805,60528,0.088571,127.32,0.322034
150,0,0.0601561,-0.000580238,0.058942,0.229953,0.0380578,0,0.560852,0,1.28248,0.168921,0,0.0726714,0.395511,3.60819,0.485005,0.0584534,0.843974,3.50987,0,0.221221,0,0,0,0,0.00137659,0.323035,0.958726,0.0599767,0.0608422,0.0615975,0.00687285,0.00439938,0.420617,0.0616469,10.8483,-3.16756,3.41332,0.895299,0.554311,-0.999322,-0.0880012,0.542449,-0.00600558,0,0,0.00387333,0.0138296,-0.000543834,-0.333333,-0.0238693,-0.000260687,-0.00510511,0.000859359,16.0833,18.9167,0,0,0,0,0,-14.0675,3.375e-05,0.00305526,0.0485851,1.49084,0.120083,61023,0.0886356,127.84,0.56042
151,0,0.0598755,-0.000744386,0.0588448,0.228927,0.03769,0,0.558854,0,1.28346,0.164283,0,0.0723148,0.397874,3.60618,0.484698,0.0596928,0.847919,3.52027,0,0.219879,0,0,0,0,0.00146568,0.323853,0.958893,0.0602259,0.0607529,0.0613113,0.00762182,0.00507697,0.425907,0.0616884,10.9996,-3.21425,3.34821,0.895923,0.540279,-1.03678,-0.0871631,0.546423,-0.00620479,0,4.796e-08,0.00395909,0.014373,-0.000541985,-0.333333,-0.0261345,-0.000259229,-0.00506757,0.000942041,16.8333,19.7917,0,0,0,0,0,-14.0575,7.59375e-05,0.00189822,0.0478133,1.49497,0.122328,60782,0.0887086,127.65,0.757847
152,0,0.060186,-0.000605597,0.0588856,0.229463,0.0394455,0,0.559876,0,1.28364,0.171726,0,0.0734391,0.395993,3.61691,0.484972,0.0594127,0.845824,3.50351,0,0.220719,0,0,0,0,0.00142786,0.327594,0.958804,0.0618205,0.0607895,0.0616789,0.00748113,0.00501323,0.419341,0.0616361,10.8046,-3.26672,3.46946,0.894365,0.559771,-0.986661,-0.0862966,0.538403,-0.00675963,0,0,0.00384087,0.0131546,-0.000534571,-0.333333,-0.0264973,-0.000258768,-0.00679421,0.000885183,15.5833,21.5417,0,0,0,0,0,-14.048,1e-05,0.00690879,0.0527596,1.51759,0.124906,59850,0.0887417,126.54,0.566426
153,0,0.0604286,-0.000550416,0.0589891,0.230273,0.0399675,0,0.560158,0,1.28073,0.175011,0,0.0739618,0.39495,3.60876,0.484376,0.0575828,0.845025,3.50637,0,0.22155,0,0,0,0,0.00141141,0.327855,0.959022,0.0604762,0.0609099,0.0618976,0.00735879,0.00485827,0.416209,0.0617327,10.7461,-3.20801,3.45264,0.895963,0.557389,-0.925315,-0.0909964,0.534484,-0.0066056,0,0,0.00361981,0.0119744,-0.000550261,-0.333333,-0.0260644,-0.000258827,-0.00625508,0.000735944,15.9583,23.9167,0,0,0,0,0,-14.0441,3.375e-05,0.00289067,0.0486485,1.5161,0.120151,60078,0.0887762,128.97,0.499251
154,0,0.060292,-0.000587646,0.0589883,0.230358,0.0390458,0,0.559953,0,1.28768,0.171853,0,0.0737044,0.391452,3.59584,0.482706,0.0570666,0.844675,3.52539,0,0.221582,0,0,0,0,0.00138886,0.324516,0.959115,0.0592851,0.0609249,0.0617689,0.00675215,0.00422116,0.416906,0.0616931,10.8092,-3.14496,3.40109,0.897211,0.556007,-0.93959,-0.096429,0.540222,-0.00613148,0,0,0.0035534,0.0125666,-0.000572305,-0.333333,-0.02342,-0.000260391,-0.00584,0.000768849,15.75,21.375,0,0,0,0,0,-14.0385,1e-05,0.00222322,0.0542055,1.50751,0.119356,60425,0.088801,127.53,0.783705
155,0,0.0602108,-0.000614608,0.0589855,0.230756,0.0387401,0,0.560888,0,1.28004,0.169323,0,0.0719864,0.39442,3.61787,0.485927,0.0569676,0.844303,3.51156,0,0.221962,0,0,0,0,0.0013846,0.320077,0.958777,0.0602988,0.0608348,0.0616405,0.00687706,0.00436425,0.419668,0.061641,10.8594,-3.1881,3.385,0.896205,0.552479,-0.96544,-0.082408,0.540812,-0.00552446,0,0,0.0037165,0.01367,-0.00051681,-0.333333,-0.0236164,-0.000259328,-0.00516243,0.000854314,14.875,20.1667,0,0,0,0,0,-14.0337,7.59375e-05,0.00161049,0.0459581,1.48809,0.121306,61081,0.0888554,126.87,0.64507
156,0,0.0600637,-0.000714563,0.0589391,0.22886,0.0399278,0,0.557458,0,1.27579,0.172028,0,0.0738017,0.398546,3.60762,0.483662,0.0581306,0.849048,3.52551,0,0.220075,0,0,0,0,0.00144662,0.324243,0.959194,0.0594462,0.0608726,0.0615347,0.00782173,0.00534261,0.423138,0.0617991,10.95,-3.11706,3.33001,0.897024,0.544926,-1.00722,-0.0887504,0.535678,-0.00604064,0,3.49624e-10,0.00381955,0.0132783,-0.000549138,-0.333333,-0.0242998,-0.000256992,-0.00508419,0.000856673,15.1667,18.9167,0,0,0,0,0,-14.0207,5.0625e-05,0.00216047,0.0509531,1.50695,0.121642,60361,0.088944,127.41,0.689895
157,0,0.0603,-0.000659228,0.0590107,0.229173,0.0403525,0,0.557742,0,1.27402,0.172335,0,0.0734572,0.3973,3.60176,0.483487,0.0582677,0.848812,3.52167,0,0.220276,0,0,0,0,0.00145122,0.328601,0.958737,0.0603572,0.0609137,0.0617877,0.00820262,0.00566992,0.420833,0.0617987,10.9367,-3.15571,3.39236,0.896308,0.546997,-0.973753,-0.0907777,0.537048,-0.00674894,0,0,0.00380871,0.0125337,-0.000550678,-0.333333,-0.0258389,-0.000256574,-0.00627827,0.000798635,15.3333,21.4583,0,0,0,0,0,-14.0091,5.0625e-05,0.00226854,0.0523271,1.5015,0.125107,60434,0.0890059,127.17,0.31727
158,0,0.0601939,-0.00059748,0.0589189,0.230262,0.0379988,0,0.559277,0,1.28022,0.171793,0,0.0734763,0.395993,3.60424,0.483816,0.0567962,0.845862,3.51827,0,0.221446,0,0,0,0,0.00139204,0.326537,0.959117,0.0599013,0.0608673,0.0616725,0.00763041,0.00509733,0.417985,0.0617266,10.751,-3.23728,3.44141,0.895916,0.553016,-0.923576,-0.0907675,0.540722,-0.00625071,0,0,0.00362071,0.0124978,-0.000550578,-0.333333,-0.0244871,-0.000258623,-0.00602263,0.000757141,16.375,23.375,0,0,0,0,0,-14.0016,5.0625e-05,0.00168415,0.0519633,1.48496,0.120203,61242,0.0890439,126.72,0.692398
159,0,0.0601836,-0.000601255,0.0589623,0.230189,0.0387968,0,0.561117,0,1.28294,0.171294,0,0.0725867,0.394982,3.61649,0.485879,0.0586622,0.843561,3.50673,0,0.221499,0,0,0,0,0.00131774,0.321931,0.958655,0.0603692,0.0607731,0.0615554,0.0064879,0.00402107,0.416819,0.0615528,10.7828,-3.19255,3.42296,0.89551,0.559955,-0.991056,-0.0861907,0.540164,-0.00620147,0,0,0.0038975,0.0133584,-0.000538261,-0.333333,-0.025446,-0.000260064,-0.006057,0.00087318,17.25,22.6667,0,0,0,0.0416667,0,-13.9969,1e-05,0.00100981,0.0452724,1.46321,0.120285,62080,0.089064,127.32,0.685078
160,0,0.060279,-0.000659022,0.0590797,0.230212,0.038211,0,0.55943,0,1.27628,0.169544,0,0.0722798,0.394715,3.6005,0.482855,0.0568178,0.848253,3.53307,0,0.221404,0,0,0,0,0.00147351,0.323267,0.959019,0.0582885,0.0609848,0.0617169,0.00746851,0.00486481,0.420998,0.061818,10.9026,-3.10535,3.33721,0.898089,0.547449,-0.970188,-0.0855273,0.540301,-0.00581089,0,0,0.00379374,0.0126867,-0.00053671,-0.333333,-0.0241098,-0.000256736,-0.00535047,0.000712623,14.7083,20.2917,0,0,0,0,0,-13.9914,0.000113906,0.00160769,0.0457927,1.52592,0.121525,59670,0.0891385,126.7,0.572697
161,0,0.060134,-0.000703667,0.0590125,0.230107,0.0375947,0,0.560352,0,1.26999,0.167411,0,0.0719843,0.399514,3.60696,0.484769,0.0578205,0.849511,3.52342,0,0.221281,0,0,0,0,0.0014071,0.323142,0.959051,0.0585666,0.060883,0.0615241,0.00756327,0.00503687,0.425974,0.0617644,10.9608,-3.11699,3.36053,0.896874,0.543022,-1.00123,-0.0843868,0.545697,-0.00611724,0,0,0.00389496,0.01388,-0.000523893,-0.333333,-0.0240957,-0.00025544,-0.00554894,0.000862476,16.0833,18.4167,0,0,0,0,0,-13.9786,1e-05,0.00317062,0.0480562,1.49897,0.120993,60682,0.0891853,127.14,0.732909
162,0,0.0600588,-0.000686287,0.0589082,0.230245,0.038728,0,0.559906,0,1.27662,0.170402,0,0.0725927,0.396103,3.60676,0.484307,0.0574735,0.848001,3.51626,0,0.22134,0,0,0,0,0.00150486,0.327966,0.958837,0.0594701,0.0609154,0.0615843,0.00858845,0.00597015,0.425503,0.0618644,10.9539,-3.18776,3.3835,0.895866,0.548653,-0.978842,-0.0838051,0.54098,-0.00629244,0,1.26072e-08,0.00379058,0.0130494,-0.000526443,-0.333333,-0.0254136,-0.00025721,-0.00571549,0.000769234,14.625,20.0833,0,0,0,0.0416667,0,-13.9706,5.0625e-05,0.00247107,0.0485636,1.48184,0.122099,61289,0.0892792,126.8,0.467224
163,0,0.0602696,-0.000597597,0.0589863,0.229927,0.0392369,0,0.558404,0,1.28001,0.172847,0,0.0736651,0.392536,3.61476,0.484727,0.0566218,0.845187,3.51187,0,0.221112,0,0,0,0,0.00133417,0.327275,0.959023,0.0599227,0.0608717,0.0616816,0.00767493,0.00521949,0.41811,0.0617471,10.7977,-3.17942,3.42542,0.895871,0.555332,-0.939997,-0.0941985,0.538132,-0.00600018,0,0,0.00366869,0.0124211,-0.000570629,-0.333333,-0.0251848,-0.000257353,-0.00586065,0.000719468,17.0417,23.875,0,0,0,0,0,-13.9577,3.375e-05,0.00222207,0.0528138,1.44846,0.118977,62716,0.0893287,127.58,0.518732
164,0,0.0603479,-0.000562035,0.0589642,0.229742,0.0394551,0,0.558258,0,1.27155,0.174017,0,0.0739805,0.394117,3.60993,0.48517,0.0567017,0.843942,3.50285,0,0.221044,0,0,0,0,0.001458,0.326711,0.958513,0.0610514,0.0608766,0.0618531,0.00773254,0.00525418,0.417631,0.0617409,10.8019,-3.21638,3.48605,0.894682,0.556501,-0.928377,-0.087946,0.536699,-0.00594421,0,1.08635e-07,0.00359864,0.0127209,-0.000537834,-0.333333,-0.0248139,-0.000256922,-0.00659154,0.000766457,15.875,22.4167,0,0,0,0,0,-13.9487,5.0625e-05,0.00350598,0.0462933,1.4545,0.119447,62456,0.0893997,128.51,0.676724
165,0,0.0602507,-0.000561543,0.0589982,0.230022,0.038465,0,0.55903,0,1.27176,0.170005,0,0.0724507,0.39391,3.61273,0.48483,0.0571065,0.846449,3.51192,0,0.221183,0,0,0,0,0.00136657,0.325174,0.95833,0.0602406,0.0608672,0.0617167,0.00746547,0.00497417,0.418116,0.0616916,10.8669,-3.1633,3.44364,0.895477,0.555076,-0.953585,-0.0848024,0.541211,-0.00589096,0,0,0.00381247,0.0131185,-0.000530448,-0.333333,-0.0239105,-0.00025607,-0.00598623,0.000820748,15.9167,20.75,0,0,0,0,0,-13.9423,1e-05,0.00323858,0.0461146,1.47951,0.12067,61433,0.0894127,127.63,0.606564
166,0,0.0599817,-0.000658835,0.0588062,0.229468,0.039625,0,0.559029,0,1.27992,0.170815,0,0.0736833,0.394063,3.62266,0.485909,0.0581849,0.846609,3.51151,0,0.220681,0,0,0,0,0.00141888,0.328445,0.958348,0.0607966,0.0607399,0.0614421,0.00817294,0.00564024,0.423043,0.0616649,10.9369,-3.26851,3.45271,0.89437,0.549243,-0.966347,-0.0935722,0.537951,-0.00630916,0,0,0.003815,0.0136136,-0.000554185,-0.333333,-0.0267755,-0.000257956,-0.0058166,0.000888084,14.4167,18.4583,0,0,0,0,0,-13.9376,3.375e-05,0.00186904,0.0483084,1.47488,0.122324,61547,0.0894727,128.89,0.55833
167,0,0.0603247,-0.00065565,0.0590767,0.230649,0.0378548,0,0.561078,0,1.27839,0.168616,0,0.0726455,0.394842,3.60597,0.483616,0.0575365,0.848221,3.52455,0,0.2217,0,0,0,0,0.00145462,0.323866,0.958983,0.0580603,0.0610376,0.0618194,0.00791958,0.00537563,0.420252,0.0619288,10.8892,-3.18112,3.4309,0.89519,0.551853,-0.965332,-0.0867528,0.544505,-0.00602901,0,0,0.00397339,0.0131058,-0.000537562,-0.333333,-0.025733,-0.000258575,-0.0053767,0.000786899,15.2083,21.125,0,0,0,0,0,-13.9261,0.000113906,0.00184538,0.0503927,1.47561,0.120906,61574,0.0895473,126.68,0.519118
168,0,0.0603506,-0.000629831,0.0591004,0.230677,0.0394195,0,0.559113,0,1.26537,0.17304,0,0.0730059,0.395484,3.61196,0.485102,0.0559629,0.848138,3.5147,0,0.221749,0,0,0,0,0.00151256,0.325867,0.958906,0.057457,0.0610974,0.0618696,0.00822807,0.00568696,0.421976,0.0619689,10.9487,-3.11468,3.35827,0.89887,0.542888,-0.938071,-0.0858143,0.535841,-0.00582354,0,0,0.00373626,0.0128335,-0.000539707,-0.333333,-0.0238739,-0.000254199,-0.00629122,0.000755207,17.2917,22.4167,0,0,0,0.0416667,0,-13.9165,2.25e-05,0.00369173,0.0484277,1.49951,0.120965,60663,0.0895823,126.87,0.593951
169,0,0.0604418,-0.000512493,0.0590754,0.230296,0.0376111,0,0.55959,0,1.27732,0.169785,0,0.0720656,0.39561,3.63061,0.486446,0.0572696,0.843362,3.49735,0,0.221519,0,0,0,0,0.00136893,0.321891,0.958774,0.0600905,0.0609358,0.0619004,0.00662863,0.00420892,0.416968,0.0617264,10.7456,-3.25681,3.52359,0.893355,0.564363,-0.945718,-0.0861388,0.544487,-0.0059145,0,2.92395e-07,0.00363327,0.0132507,-0.000536201,-0.333333,-0.024653,-0.000256034,-0.00653614,0.000822149,16,22.7083,0,0,0,0,0,-13.9119,7.59375e-05,0.00265293,0.0439346,1.50779,0.127628,60109,0.0896194,127.97,0.617804
170,0,0.0601724,-0.000686256,0.0590311,0.229368,0.0393124,0,0.558717,0,1.26635,0.172052,0,0.0727922,0.39551,3.61418,0.485852,0.0580903,0.846188,3.51586,0,0.22063,0,0,0,0,0.00138647,0.32336,0.959008,0.0595942,0.0609204,0.0616106,0.00687469,0.00441094,0.41988,0.0617609,10.8523,-3.10923,3.37078,0.896719,0.55025,-0.996181,-0.083027,0.536739,-0.00616119,0,1.22998e-08,0.00391721,0.0138804,-0.000524013,-0.333333,-0.0247201,-0.00025646,-0.00577158,0.00086646,16.4167,20.4583,0,0,0,0,0,-13.9018,7.59375e-05,0.00329003,0.0419781,1.50966,0.128312,60015,0.0897097,127.2,0.563973
171,0,0.0599408,-0.000680194,0.0588338,0.229651,0.0399748,0,0.560348,0,1.27608,0.172305,0,0.072585,0.395932,3.60988,0.485315,0.0594423,0.847016,3.51737,0,0.220816,0,0,0,0,0.0014433,0.324777,0.958597,0.0599607,0.0607707,0.0613944,0.00729335,0.00476155,0.422938,0.0616532,10.9374,-3.17635,3.35405,0.89713,0.544431,-1.02894,-0.0840061,0.535771,-0.0063276,0,5.0297e-07,0.00379916,0.0136715,-0.000533296,-0.333333,-0.0254787,-0.000258029,-0.00611292,0.000914035,16,18.25,0,0,0,0.0416667,0,-13.8906,3.375e-05,0.00402841,0.0454456,1.54772,0.12616,58728,0.0897593,129.38,0.499082
172,0,0.0600496,-0.000685237,0.0589209,0.230325,0.0381378,0,0.560428,0,1.26644,0.168806,0,0.0720057,0.397776,3.61112,0.486347,0.0580555,0.847685,3.51562,0,0.221336,0,0,0,0,0.0014932,0.325098,0.958473,0.0589203,0.0609613,0.0615621,0.00826866,0.00567597,0.424415,0.0619097,11.0548,-3.14729,3.37547,0.895625,0.544659,-1.00267,-0.0808435,0.543888,-0.00624489,0,7.00772e-07,0.0039019,0.0133134,-0.00052009,-0.333333,-0.0249936,-0.000253862,-0.00623427,0.000764606,14.5417,18.7917,0,0,0,0,0,-13.8811,7.59375e-05,0.00285906,0.0494892,1.60196,0.125204,56916,0.0898409,126.42,0.639347
173,0,0.0602202,-0.000628128,0.0590034,0.230939,0.0387691,0,0.560974,0,1.26815,0.173459,0,0.0723767,0.393773,3.60638,0.483988,0.0570667,0.847001,3.52222,0,0.222089,0,0,0,0,0.00144347,0.325861,0.95804,0.05893,0.0610276,0.061714,0.00749765,0.00493116,0.42151,0.0618558,11.0437,-3.11372,3.39569,0.897092,0.550298,-0.95667,-0.0881828,0.537822,-0.00631087,0,0,0.00378378,0.0131568,-0.000541366,-0.333333,-0.0250286,-0.000255149,-0.00666638,0.00085637,15.75,23.2917,0,0,0,0,0,-13.871,1.5e-05,0.00211911,0.0491529,1.57308,0.120728,58037,0.0898759,126.79,0.598058
174,0,0.0600778,-0.000643659,0.0589151,0.229435,0.0398533,0,0.558508,0,1.27303,0.174265,0,0.0724136,0.398406,3.63314,0.487808,0.0580796,0.844057,3.49957,0,0.220656,0,0,0,0,0.00129874,0.324191,0.958957,0.0606594,0.0606951,0.0614047,0.00701453,0.00452604,0.419673,0.0615445,10.8312,-3.14376,3.38605,0.896267,0.550997,-1.00364,-0.0832989,0.533582,-0.0059906,0,3.63563e-07,0.00391891,0.0141026,-0.000526343,-0.333333,-0.0253663,-0.000255781,-0.00639274,0.000915298,17.8333,22.3333,0,0,0,0,0,-13.8634,5.0625e-05,0.00232383,0.0458181,1.51511,0.131338,59706,0.0899519,127.22,0.70402
175,0,0.0601277,-0.000632773,0.0588999,0.230371,0.0387985,0,0.559923,0,1.2648,0.169673,0,0.0724436,0.394595,3.62143,0.486926,0.0571652,0.845047,3.51154,0,0.221457,0,0,0,0,0.00143803,0.32538,0.958796,0.0602085,0.0608533,0.0616135,0.00755107,0.0050822,0.42006,0.0617688,10.8196,-3.23419,3.46158,0.894522,0.553667,-0.954835,-0.0847432,0.542075,-0.00613055,0,0,0.00394688,0.0137619,-0.000525475,-0.333333,-0.0251825,-0.000254143,-0.00564846,0.000825393,16.5833,20.8333,0,0,0,0,0,-13.8501,7.59375e-05,0.00254362,0.0442635,1.56487,0.129475,58018,0.0900405,127.93,0.738626
176,0,0.0600622,-0.000687816,0.0589911,0.22983,0.0377192,0,0.559364,0,1.25665,0.167737,0,0.0710323,0.396923,3.61889,0.485692,0.0577948,0.846344,3.51501,0,0.220972,0,0,0,0,0.0014097,0.319758,0.958813,0.0588112,0.0608897,0.0615375,0.0064129,0.00398019,0.421586,0.0617238,10.8987,-3.1591,3.33757,0.897715,0.545499,-1.00756,-0.0783839,0.543751,-0.00589761,0,0,0.00397725,0.0140656,-0.000513359,-0.333333,-0.0249162,-0.000255122,-0.005819,0.000927109,15.875,18.7917,0,0,0,0,0,-13.8348,5.0625e-05,0.00164782,0.0427651,1.57259,0.130289,57728,0.0901425,127.07,0.632926
